,Country,Company Name,Summary,Founded,Industry,Sector,Headquarters,Notes
915,Sweden,Lundin Petroleum,Lundin Energy (former Lundin Petroleum) is an independent oil and gas exploration and production company formed in 2001 and based in Sweden with focus on operations in Norway. It is listed on the Stockholm Stock Exchange.,2001,Oil & gas,Exploration & production,Stockholm,Petroleum
916,Sweden,Luxor AB,"Luxor was a Swedish home electronics and computer manufacturer located in Motala, established in 1923 and acquired by Nokia in 1985. The brand name is now owned by Turkish company Vestel and is used for televisions sold in the Swedish market.",1923,Consumer goods,Consumer electronics,Motala,"Defunct home electronics, acquired by Nokia (Finland)"
917,Sweden,MachineGames,"MachineGames is a Swedish video game developer based in Uppsala. The studio was founded in 2009 by seven former employees of Starbreeze Studios, including founder Magnus Högdahl.",2009,Technology,Software,Uppsala,"Video games, part of ZeniMax Media (US)"
918,Sweden,Mälarenergi,"Mälarenergi AB is a city-owned electric power and district heating provider based in Västerås, Sweden. Mälarenergi has around 600 employees and six subsidiaries: Mälarenergi Försäljning AB, Mälarenergi Vattenkraft AB, Mälarenergi Stadsnät AB, Stadsnät i Svealand AB med dotterbolaget SamKom AB, Mälarenergi Ångturbinen AB and Mälarenergi Fastighet AB.
The company owns the grid in Västmanland and produces electricity, district heating and cooling with a turnover of 3.0 billion SEK, and 145 000 customers, as of 2009.",1861,Utilities,Conventional electricity,Västerås,Power
919,Sweden,Maratone Studios,"Maratone is a music production company, and started by two music producers and songwriters, Max Martin and Tom Talomaa. Based in Stockholm, Sweden, it was started in January 2001 after the closing of Cheiron Studios.",2001,Consumer services,Broadcasting & entertainment,Stockholm,Music production
920,Sweden,Massive Entertainment,Massive Entertainment is a Swedish video game developer and a studio of Ubisoft based in Malmö. The company has been fully owned by Ubisoft since 2008.,1997,Technology,Software,Malmö,"Video games, part of Ubisoft (France)"
921,Sweden,Mecel,"Mecel is a software and systems consulting firm, specializing in the automotive industry. The company has offices in Gothenburg and has approximately 120 employees.",1982,Technology,Software,Gothenburg,Software and systems consulting
922,Sweden,Meda AB,"Meda AB is a specialty pharmaceutical company, headquartered in Solna, Sweden. At the end of 2014, Meda had 5,202 employees.",1954,Health care,Pharmaceuticals,Solna,Pharmaceutical
923,Sweden,Micromy,"Micromy is a hard surface coating company based in Täby, Sweden. The company specializes in applying hard coating to a wide range of substrate materials using a PVD process (Physical vapor deposition).",2009,Basic materials,Specialty chemicals,Täby,Industrial coatings
924,Sweden,Modern Times Group (MTG),"Modern Times Group (MTG) is a digital entertainment company based in Stockholm, Sweden. MTG was formed out of the media holdings of investment company Kinnevik, which in 1997 was distributed to the company stockholders.",1987,Consumer services,Broadcasting & entertainment,Stockholm,Digital entertainment
925,Sweden,Mojang,"Mojang Studios (from Swedish mojäng [mʊˈjɛŋː], lit.  ''gadget'') is a Swedish video game developer and a studio of Xbox Game Studios based in Stockholm.",2009,Technology,Software,Stockholm,"Video games, acquired by Microsoft (US)"
926,Sweden,Mölnlycke Health Care,Mölnlycke Health Care is a Swedish medical device company headquartered in Gothenburg and active internationally. The company manufactures and sells wound care and single-use surgical products and is a service provider to the healthcare sector.,1849,Health care,Medical equipment,Gothenburg,Medical device
927,Sweden,MySQL AB,MySQL AB was a Swedish software company founded in 1995.  It was acquired by Sun Microsystems in 2008; Sun was in turn acquired by Oracle Corporation in 2010.,1995,Technology,Software,Uppsala,"Defunct 2008, acquired by Sun Microsystems (US)"
928,Sweden,Najad Yachts,"Najad Yachts is a yacht builder headquartered in Henån, Sweden. According to the company website, the firm was founded in 1971.",1971,Consumer goods,Recreational products,Henån,Sailing yachts
929,Sweden,Nanoradio,"A nanoradio (also called carbon nanotube radio) is a nanotechnology acting as a radio transmitter and receiver by using carbon nanotubes. One of the first nanoradios was constructed in 2007 by researchers under Alex Zettl at the University of California, Berkeley where they successfully transmitted an audio signal.",2004,Technology,Semiconductors,Kista,"Wireless semiconductors, part of Samsung (South Korea)"
930,Sweden,Nasdaq Nordic,"Nasdaq Nordic is the common name for the subsidiaries of Nasdaq, Inc. that provide financial services and operate marketplaces for securities in the Nordic, Baltic, and Caucasian regions of Europe.Historically, the operations have been known by the company name OMX AB (Aktiebolaget Optionsmäklarna/Helsinki Stock Exchange), which was created in 2003 upon a merger between OM AB and HEX plc.",2003,Financials,Investment services,Stockholm,"Stock exchange, part of Nasdaq, Inc. (US)"
931,Sweden,NCC AB,"NCC AB is a Swedish construction company, the second largest in the Nordic region with annual revenues (2017) of 54,6 billion SEK and about 17 762 employees.NCC develops and builds residential and commercial properties, industrial facilities and public buildings, roads, civil engineering structures and other types of infrastructure. NCC also offers input materials used in construction, such as aggregates and asphalt, and conducts paving and road services.",1988,Industrials,Heavy construction,Solna,Construction
932,Sweden,Neogames,"Neogames is a Swedish role-playing game publisher situated in Gothenburg. They were, after the re-creation of Target Games, the largest RPG publisher in the country.",2006,Consumer services,Publishing,Gothenburg,Role-playing game publisher
933,Sweden,Neonode,"Neonode Inc (NASDAQ: NEON) is a publicly traded company, headquartered in Stockholm, Sweden and established in 2001. The company provides optical sensing solutions for touch, gesture control, and remote sensing.",2001,Telecommunications,Computer hardware,Stockholm,Touch technology
934,Sweden,Nobia,"Nubia () is a region along the Nile river encompassing the area between the first cataract of the Nile (just south of Aswan in southern Egypt) and the confluence of the blue and white Niles (south of Khartoum in central Sudan) or, more strictly, Al Dabbah. It was the seat of one of the earliest civilizations of ancient Africa, the Kerma culture, which lasted from around 2500 BC until its conquest by the New Kingdom of Egypt under pharaoh Thutmose I around 1500 BC. Nubia was home to several empires, most prominently the kingdom of Kush, which conquered Egypt during the 8th century BC during the reign of Piye and ruled the country as its Twenty-fifth Dynasty (to be replaced a century later by the native Egyptian Twenty-sixth Dynasty).",1996,Consumer goods,Durable household products,Stockholm,Kitchen goods
935,Sweden,Nobina,"Nobina AB (former Concordia Bus AB) is the largest bus transport group in the Nordic region, serving markets in Denmark, Finland, Norway and Sweden with a total of 3,347 buses (2014). Since 2005 the group is based in Stockholm.",1999,Consumer services,Travel & tourism,Stockholm,Public transport
936,Sweden,NOHAB,"NOHAB (Nydqvist & Holm AB) was a manufacturing company based in the city of Trollhättan, Sweden.


== History ==

The company was founded by Antenor Nydqvist, Johan Magnus Lidström and Carl Olof Holm in 1847 as Trollhättans Mekaniska Verkstad as a manufacturer of turbines for hydraulic power plants.",1916,Industrials,Diversified industrials,Trollhättan,"Manufacturing, defunct 1979"
937,Sweden,Nordiska Kompaniet,"Nordiska Kompaniet (colloquially NK, and literally The Nordic Company) is the name of two department stores located in Stockholm and Gothenburg, in Sweden.
The store in Stockholm receives some twelve million visitors annually, with the figure for the store in Gothenburg being about three million and the total number of staff around 1,200.",1864,Consumer services,Broadline retailers,Stockholm,Retail department stores
938,Sweden,Nordstjernan,Nordstjernan (Swedish pronunciation: [ˈnûːɖˌɧæːɳan]) is a Swedish investment company.  Nordstjernan is a fourth-generation family company controlled by the Axel and Margaret Ax:son Johnson Foundation.,1890,Conglomerates,-,Stockholm,Part of Axel Johnson Group
939,Sweden,NorthStar,"NorthStar is an international company, which produces lead–acid batteries and battery cabinets. NorthStar's products are used in Telecom Power Systems, Uninterruptible Power Supplies and Engine Start applications.",2000,Industrials,General industries,Stockholm,Lead-acid batteries
940,Sweden,Nudie Jeans,"Nudie  Jeans is a denim brand founded in 2001 
by Maria Erixon. Nudie  Jeans is based in Gothenburg, Sweden.",2001,Consumer goods,Clothing & accessories,Gothenburg,Clothing
941,Sweden,Nyby bruk,"Nyby bruk (Nyby Mill) is a steel mill and former mill village, today part of Torshälla in Eskilstuna Municipality, Södermanland County, Sweden.  


== History ==

Iron working on the lands of present day Nyby is first mentioned in written sources from the 15th century.Construction started on a canal through Nyby in the late 16th century during the administration of Charles, Duke of Södermanland, Närke and Värmland, later King Charles IX. The canal was approximately 2 kilometres long, had three locks and was constructed to circumvent the natural rapids in Torshällaån at Torshälla.",1829,Basic materials,Iron & steel,Torshälla,"Stainless steel, a part of Outokumpu (Finland)"
942,Sweden,Nyfors,"Nyborg is a city in central Denmark, located in Nyborg Municipality on the island of Funen and with a population of 17,268 (2020). It is the easternmost settlement on Funen.",1987,Technology,Telecommunications equipment,Stockholm,Optical fiber equipment
943,Sweden,Nynas,"Nynas AB is a Swedish manufacturer of specialty naphthenic oils and bitumen products. Founded in 1928 as a national oil company with a traditional range of products, the company today also supplies specialist products and niche markets.As well as sales offices all over the world, Nynas also has access to a global distribution network.",1928,Oil & gas,Exploration & production,Stockholm,Petrochemical products
944,Sweden,Odd Molly,"Odd Molly International AB is a Swedish clothing company founded 25 March 2002. 
Their main production is in clothing and accessories, but new product categories are planned such as sunglasses and optical lenses.",2002,Consumer goods,Clothing & accessories,Stockholm,clothing
945,Sweden,Öhlins,"Öhlins or Öhlins Racing AB, is a Swedish company that develops suspension systems for the automotive, motorcycle, mountain bike and motorsport industries. Approximately 97% of all production is exported and Öhlins has distribution in over 50 countries worldwide.",1976,Consumer goods,Auto parts,Upplands Väsby,Automotive parts
